mode,omega_over_pi,sim_wait_amp_ns,sim_phase_deg,static_he_amp_ns,static_he_amp_error_pct
common,0.005,0.013553482202723562,-78.76748043687192,0.17132205582024354,1164.0445699321206
common,0.01,0.004742530200033284,66.82475989873525,0.17132205582024354,3512.4610407128494
common,0.02,0.02436597671337911,79.16993574903408,0.17132205582024354,603.1200014492846
common,0.05,0.06830457506945972,69.4978526338005,0.17132205582024354,150.82076221984275
common,0.1,0.12103673487647768,53.87487511495458,0.17132205582024354,41.54550351600599
common,0.2,0.17246680996848174,33.95906999600975,0.17132205582024354,-0.6637533032862297
common,0.35,0.19638408222509027,19.769717635446064,0.17132205582024354,-12.761740218904949
common,0.5,0.2666700668742539,0.00782148168724331,0.17132205582024354,-35.75504824055521
common,0.7,0.2069486865070814,6.3354331113524776,0.17132205582024354,-17.21520019679795
